Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face,Price_Per_SqFt,Down_Payment_Credit,Price_Per_Room
2010-12-23,2010,Waterbury,"$129,800.00","$129,800.00",Single Family,Detached House,3,1,1042,1.025846,South,$124.57,"$3,245.00","$43,266.67"
2010-12-23,2010,Stamford,"$376,690.00","$365,000.00",Two Family,Duplex,4,4,1359.5,1.025846,West,$268.48,"$9,125.00","$91,250.00"
2010-12-23,2010,Greenwich,"$4,158,490.00","$4,400,000.00",Single Family,Detached House,3,1,979,1.025846,East,"$4,494.38","$110,000.00","$1,466,666.67"
2010-12-24,2010,Fairfield,"$324,500.00","$332,000.00",Single Family,Detached House,3,3,967,1.025846,North,$343.33,"$8,300.00","$110,666.67"
2010-12-29,2010,Stamford,"$343,880.00","$375,000.00",Single Family,Detached House,3,3,1070,1.025846,East,$350.47,"$9,375.00","$125,000.00"
2010-12-31,2010,Waterbury,"$84,610.00","$23,000.00",Two Family,Duplex,4,4,1200,1.025846,South,$19.17,$575.00,"$5,750.00"
2011-01-02,2011,Waterbury,"$55,900.00","$55,900.00",Single Family,Detached House,3,3,933,1.025033,South,$59.91,"$1,397.50","$18,633.33"
2011-01-02,2011,Waterbury,"$143,020.00","$177,000.00",Single Family,Detached House,3,3,1083,1.025033,East,$163.43,"$4,425.00","$59,000.00"
2011-01-02,2011,Fairfield,"$612,900.00","$612,900.00",Single Family,Detached House,3,1,1088,1.025033,South,$563.33,"$15,322.50","$204,300.00"
2011-01-02,2011,Waterbury,"$124,550.00","$11,000.00",Three Family,Triplex,6,4,1918,1.025033,East,$5.74,$275.00,"$1,833.33"
2011-01-09,2011,Fairfield,"$353,570.00","$400,000.00",Single Family,Detached House,3,2,972,1.025033,South,$411.52,"$10,000.00","$133,333.33"
2011-01-14,2011,Stamford,"$355,140.00","$335,000.00",Two Family,Duplex,4,4,1347,1.025033,North,$248.70,"$8,375.00","$83,750.00"
2011-01-16,2011,Waterbury,"$135,500.00","$165,000.00",Three Family,Triplex,6,4,2003.5,1.025033,East,$82.36,"$4,125.00","$27,500.00"
2011-01-16,2011,Waterbury,"$106,000.00","$127,000.00",Single Family,Detached House,3,1,1000,1.025033,North,$127.00,"$3,175.00","$42,333.33"
2011-01-16,2011,Stamford,"$630,000.00","$630,000.00",Single Family,Detached House,3,3,1000,1.025033,West,$630.00,"$15,750.00","$210,000.00"
2011-01-16,2011,Fairfield,"$286,720.00","$275,000.00",Single Family,Detached House,3,3,909,1.025033,South,$302.53,"$6,875.00","$91,666.67"
2011-01-16,2011,Fairfield,"$482,090.00","$555,000.00",Single Family,Detached House,3,1,1073,1.025033,East,$517.24,"$13,875.00","$185,000.00"
2011-01-16,2011,Stamford,"$471,560.00","$420,000.00",Two Family,Duplex,4,3,1390,1.025033,South,$302.16,"$10,500.00","$105,000.00"
2011-01-20,2011,Fairfield,"$308,420.00","$309,275.00",Single Family,Detached House,3,2,1100,1.025033,West,$281.16,"$7,731.88","$103,091.67"
2011-01-20,2011,West Hartford,"$597,100.00","$695,000.00",Single Family,Detached House,3,3,914,1.025033,East,$760.39,"$17,375.00","$231,666.67"
2011-01-20,2011,Stamford,"$351,720.00","$360,000.00",Single Family,Detached House,3,2,926,1.025033,East,$388.77,"$9,000.00","$120,000.00"
2011-01-22,2011,Waterbury,"$104,660.00","$129,000.00",Single Family,Detached House,3,1,1015,1.025033,North,$127.09,"$3,225.00","$43,000.00"
2011-01-23,2011,Waterbury,"$200,000.00","$200,000.00",Single Family,Detached House,3,1,974,1.025033,West,$205.34,"$5,000.00","$66,666.67"
2011-01-26,2011,Fairfield,"$408,870.00","$410,000.00",Single Family,Detached House,3,1,1000,1.025033,South,$410.00,"$10,250.00","$136,666.67"
2011-01-26,2011,Stamford,"$524,500.00","$600,000.00",Single Family,Detached House,3,2,986,1.025033,East,$608.52,"$15,000.00","$200,000.00"
2011-01-29,2011,Greenwich,"$500,290.00","$600,000.00",Two Family,Duplex,4,4,1396,1.025033,North,$429.80,"$15,000.00","$150,000.00"
2011-01-30,2011,Stamford,"$588,760.00","$715,000.00",Single Family,Detached House,3,1,1007,1.025033,South,$710.03,"$17,875.00","$238,333.33"
2011-02-02,2011,Stamford,"$294,080.00","$325,000.00",Single Family,Detached House,3,1,931,1.025033,South,$349.09,"$8,125.00","$108,333.33"
2011-02-02,2011,Stamford,"$525,000.00","$525,000.00",Single Family,Detached House,3,1,1081,1.025033,East,$485.66,"$13,125.00","$175,000.00"
2011-02-05,2011,Waterbury,"$94,460.00","$92,000.00",Single Family,Detached House,3,2,939,1.025033,North,$97.98,"$2,300.00","$30,666.67"
2011-02-05,2011,West Hartford,"$260,300.00","$285,000.00",Single Family,Detached House,3,3,1000,1.025033,North,$285.00,"$7,125.00","$95,000.00"
2011-02-06,2011,Waterbury,"$19,900.00","$19,900.00",Three Family,Triplex,6,5,2092,1.025033,North,$9.51,$497.50,"$3,316.67"
2011-02-09,2011,Greenwich,"$806,120.00","$900,000.00",Single Family,Detached House,3,1,976,1.025033,West,$922.13,"$22,500.00","$300,000.00"
2011-02-09,2011,West Hartford,"$231,300.00","$381,500.00",Single Family,Detached House,3,3,1089,1.025033,West,$350.32,"$9,537.50","$127,166.67"
2011-02-13,2011,Greenwich,"$1,688,540.00","$1,600,000.00",Single Family,Detached House,3,3,933,1.025033,North,"$1,714.90","$40,000.00","$533,333.33"
2011-02-17,2011,Waterbury,"$124,300.00","$86,500.00",Two Family,Duplex,4,4,1475,1.025033,North,$58.64,"$2,162.50","$21,625.00"
2011-02-18,2011,Stamford,"$382,630.00","$547,500.00",Single Family,Detached House,3,1,1000,1.025033,South,$547.50,"$13,687.50","$182,500.00"
2011-02-19,2011,Fairfield,"$356,440.00","$322,000.00",Single Family,Detached House,3,1,995,1.025033,South,$323.62,"$8,050.00","$107,333.33"
2011-02-19,2011,Stamford,"$461,970.00","$515,185.00",Single Family,Detached House,3,1,1026,1.025033,South,$502.13,"$12,879.63","$171,728.33"
2011-02-20,2011,Waterbury,"$113,270.00","$53,000.00",Single Family,Detached House,3,3,1081,1.025033,North,$49.03,"$1,325.00","$17,666.67"
2011-02-23,2011,Waterbury,"$126,400.00","$199,000.00",Three Family,Triplex,6,4,1834,1.025033,South,$108.51,"$4,975.00","$33,166.67"
2011-02-23,2011,Waterbury,"$134,000.00","$134,000.00",Single Family,Detached House,3,2,1032,1.025033,South,$129.84,"$3,350.00","$44,666.67"
2011-02-24,2011,Waterbury,"$127,530.00","$95,000.00",Two Family,Duplex,4,3,1424,1.025033,West,$66.71,"$2,375.00","$23,750.00"
2011-02-24,2011,Stamford,"$636,310.00","$1,010,000.00",Single Family,Detached House,3,1,901,1.025033,North,"$1,120.98","$25,250.00","$336,666.67"
2011-02-25,2011,West Hartford,"$338,300.00","$610,000.00",Single Family,Detached House,3,3,1070,1.025033,West,$570.09,"$15,250.00","$203,333.33"
2011-02-26,2011,Waterbury,"$174,000.00","$174,000.00",Two Family,Duplex,4,3,1483,1.025033,South,$117.33,"$4,350.00","$43,500.00"
2011-02-26,2011,Waterbury,"$101,190.00","$115,000.00",Two Family,Duplex,4,2,1413,1.025033,West,$81.39,"$2,875.00","$28,750.00"
2011-02-27,2011,Waterbury,"$197,110.00","$265,000.00",Single Family,Detached House,3,2,943,1.025033,North,$281.02,"$6,625.00","$88,333.33"
2011-02-27,2011,Waterbury,"$92,030.00","$107,000.00",Single Family,Detached House,3,2,1000,1.025033,West,$107.00,"$2,675.00","$35,666.67"
2011-02-27,2011,Greenwich,"$5,413,590.00","$4,600,000.00",Single Family,Detached House,3,3,969,1.025033,South,"$4,747.16","$115,000.00","$1,533,333.33"
2011-03-02,2011,Waterbury,"$99,840.00","$40,000.00",Single Family,Detached House,3,2,972,1.025033,North,$41.15,"$1,000.00","$13,333.33"
2011-03-02,2011,Fairfield,"$400,610.00","$499,000.00",Single Family,Detached House,3,1,916,1.025033,South,$544.76,"$12,475.00","$166,333.33"
2011-03-03,2011,West Hartford,"$200,800.00","$270,000.00",Single Family,Detached House,3,2,921,1.025033,North,$293.16,"$6,750.00","$90,000.00"
2011-03-03,2011,Waterbury,"$210,000.00","$210,000.00",Single Family,Detached House,3,2,1041,1.025033,North,$201.73,"$5,250.00","$70,000.00"
2011-03-03,2011,West Hartford,"$175,700.00","$235,000.00",Single Family,Detached House,3,3,1033,1.025033,South,$227.49,"$5,875.00","$78,333.33"
2011-03-03,2011,Stamford,"$352,000.00","$352,000.00",Single Family,Detached House,3,3,1094,1.025033,East,$321.76,"$8,800.00","$117,333.33"
2011-03-03,2011,West Hartford,"$273,500.00","$307,000.00",Single Family,Detached House,3,3,1000,1.025033,South,$307.00,"$7,675.00","$102,333.33"
2011-03-04,2011,Stamford,"$417,240.00","$505,000.00",Single Family,Detached House,3,3,1000,1.025033,South,$505.00,"$12,625.00","$168,333.33"
2011-03-04,2011,Waterbury,"$137,780.00","$15,000.00",Three Family,Triplex,6,4,2139,1.025033,South,$7.01,$375.00,"$2,500.00"
2011-03-04,2011,Stamford,"$371,080.00","$360,000.00",Single Family,Detached House,3,1,1081,1.025033,South,$333.02,"$9,000.00","$120,000.00"
2011-03-05,2011,Waterbury,"$103,920.00","$139,000.00",Single Family,Detached House,3,3,1000,1.025033,South,$139.00,"$3,475.00","$46,333.33"
2011-03-06,2011,Waterbury,"$129,960.00","$158,000.00",Single Family,Detached House,3,1,905,1.025033,North,$174.59,"$3,950.00","$52,666.67"
2011-03-06,2011,Stamford,"$922,420.00","$1,400,000.00",Single Family,Detached House,3,3,1000,1.025033,West,"$1,400.00","$35,000.00","$466,666.67"
2011-03-09,2011,West Hartford,"$213,700.00","$220,000.00",Single Family,Detached House,3,3,941,1.025033,West,$233.79,"$5,500.00","$73,333.33"
2011-03-11,2011,Greenwich,"$3,611,790.00","$6,000,000.00",Single Family,Detached House,3,1,934,1.025033,East,"$6,423.98","$150,000.00","$2,000,000.00"
2011-03-13,2011,Fairfield,"$304,500.00","$399,000.00",Single Family,Detached House,3,2,1000,1.025033,East,$399.00,"$9,975.00","$133,000.00"
2011-03-13,2011,Waterbury,"$99,070.00","$115,000.00",Single Family,Detached House,3,1,1000,1.025033,East,$115.00,"$2,875.00","$38,333.33"
2011-03-18,2011,Waterbury,"$112,850.00","$27,900.00",Three Family,Triplex,6,6,1836,1.025033,North,$15.20,$697.50,"$4,650.00"
2011-03-23,2011,West Hartford,"$180,500.00","$241,500.00",Single Family,Detached House,3,3,1061,1.025033,North,$227.62,"$6,037.50","$80,500.00"
2011-03-23,2011,Fairfield,"$364,770.00","$410,000.00",Single Family,Detached House,3,3,1095,1.025033,South,$374.43,"$10,250.00","$136,666.67"
2011-03-23,2011,West Hartford,"$223,700.00","$335,000.00",Single Family,Detached House,3,2,936,1.025033,West,$357.91,"$8,375.00","$111,666.67"
2011-03-24,2011,Waterbury,"$34,500.00","$34,500.00",Single Family,Detached House,3,1,966,1.025033,North,$35.71,$862.50,"$11,500.00"
2011-03-26,2011,Fairfield,"$245,350.00","$230,000.00",Single Family,Detached House,3,1,1009,1.025033,East,$227.95,"$5,750.00","$76,666.67"
2011-03-26,2011,West Hartford,"$192,400.00","$270,000.00",Single Family,Detached House,3,3,1057,1.025033,South,$255.44,"$6,750.00","$90,000.00"
2011-03-27,2011,Fairfield,"$356,090.00","$575,000.00",Single Family,Detached House,3,3,1075,1.025033,East,$534.88,"$14,375.00","$191,666.67"
2011-03-27,2011,Waterbury,"$121,430.00","$94,000.00",Single Family,Detached House,3,2,903,1.025033,West,$104.10,"$2,350.00","$31,333.33"
2011-03-30,2011,Stamford,"$334,190.00","$170,000.00",Single Family,Detached House,3,2,948,1.025033,East,$179.32,"$4,250.00","$56,666.67"
2011-03-30,2011,Fairfield,"$4,350,000.00","$4,350,000.00",Single Family,Detached House,3,2,1099,1.025033,South,"$3,958.14","$108,750.00","$1,450,000.00"
2011-03-30,2011,Waterbury,"$79,780.00","$41,000.00",Single Family,Detached House,3,3,976,1.025033,East,$42.01,"$1,025.00","$13,666.67"
2011-03-31,2011,Waterbury,"$117,860.00","$170,000.00",Single Family,Detached House,3,3,918,1.025033,North,$185.19,"$4,250.00","$56,666.67"
2011-04-01,2011,Waterbury,"$170,560.00","$39,500.00",Three Family,Triplex,6,4,2177,1.025033,West,$18.14,$987.50,"$6,583.33"
2011-04-01,2011,Waterbury,"$108,110.00","$53,000.00",Single Family,Detached House,3,1,1000,1.025033,North,$53.00,"$1,325.00","$17,666.67"
2011-04-01,2011,Fairfield,"$2,500,000.00","$2,500,000.00",Single Family,Detached House,3,3,995,1.025033,North,"$2,512.56","$62,500.00","$833,333.33"
2011-04-02,2011,West Hartford,"$196,100.00","$260,000.00",Single Family,Detached House,3,1,947,1.025033,West,$274.55,"$6,500.00","$86,666.67"
2011-04-02,2011,Waterbury,"$89,030.00","$110,000.00",Two Family,Duplex,4,2,1331,1.025033,East,$82.64,"$2,750.00","$27,500.00"
2011-04-06,2011,Stamford,"$492,850.00","$508,500.00",Four Family,Fourplex,8,6,2646,1.025033,South,$192.18,"$12,712.50","$63,562.50"
2011-04-08,2011,Stamford,"$398,750.00","$340,000.00",Two Family,Duplex,4,4,1228,1.025033,West,$276.87,"$8,500.00","$85,000.00"
2011-04-09,2011,Fairfield,"$397,670.00","$549,000.00",Single Family,Detached House,3,1,1043,1.025033,West,$526.37,"$13,725.00","$183,000.00"
2011-04-09,2011,Waterbury,"$60,000.00","$60,000.00",Three Family,Triplex,6,6,2048,1.025033,North,$29.30,"$1,500.00","$10,000.00"
2011-04-13,2011,Stamford,"$279,580.00","$147,500.00",Single Family,Detached House,3,3,1085,1.025033,South,$135.94,"$3,687.50","$49,166.67"
2011-04-13,2011,Waterbury,"$212,350.00","$285,835.00",Single Family,Detached House,3,2,1095,1.025033,North,$261.04,"$7,145.88","$95,278.33"
2011-04-17,2011,Greenwich,"$2,528,400.00","$3,000,000.00",Single Family,Detached House,3,1,1070,1.025033,East,"$2,803.74","$75,000.00","$1,000,000.00"
2011-04-17,2011,Waterbury,"$115,820.00","$138,000.00",Single Family,Detached House,3,1,1066,1.025033,West,$129.46,"$3,450.00","$46,000.00"
2011-04-20,2011,Waterbury,"$20,300.00","$20,300.00",Single Family,Detached House,3,2,938,1.025033,East,$21.64,$507.50,"$6,766.67"
2011-04-22,2011,Fairfield,"$331,030.00","$185,000.00",Single Family,Detached House,3,2,918,1.025033,East,$201.53,"$4,625.00","$61,666.67"
2011-04-22,2011,Stamford,"$396,550.00","$380,000.00",Single Family,Detached House,3,3,960,1.025033,North,$395.83,"$9,500.00","$126,666.67"
2011-04-24,2011,Greenwich,"$2,133,810.00","$1,350,000.00",Single Family,Detached House,3,2,1060,1.025033,South,"$1,273.58","$33,750.00","$450,000.00"
2011-04-24,2011,Greenwich,"$417,480.00","$576,000.00",Single Family,Detached House,3,2,984,1.025033,West,$585.37,"$14,400.00","$192,000.00"
2011-04-27,2011,West Hartford,"$154,000.00","$213,500.00",Single Family,Detached House,3,1,963,1.025033,North,$221.70,"$5,337.50","$71,166.67"
2011-04-28,2011,Greenwich,"$1,521,380.00","$2,415,000.00",Single Family,Detached House,3,1,907,1.025033,North,"$2,662.62","$60,375.00","$805,000.00"
2011-04-29,2011,Stamford,"$548,080.00","$713,000.00",Single Family,Detached House,3,1,1007,1.025033,South,$708.04,"$17,825.00","$237,666.67"
2011-04-29,2011,West Hartford,"$273,000.00","$265,000.00",Single Family,Detached House,3,3,1048,1.025033,West,$252.86,"$6,625.00","$88,333.33"
2011-04-29,2011,Stamford,"$506,120.00","$466,265.00",Single Family,Detached House,3,2,1000,1.025033,North,$466.27,"$11,656.63","$155,421.67"
2011-04-30,2011,West Hartford,"$193,900.00","$266,000.00",Single Family,Detached House,3,1,1029,1.025033,North,$258.50,"$6,650.00","$88,666.67"
2011-05-01,2011,Greenwich,"$2,254,000.00","$3,434,510.00",Single Family,Detached House,3,1,1088,1.025033,South,"$3,156.72","$85,862.75","$1,144,836.67"
2011-05-01,2011,Stamford,"$414,600.00","$565,000.00",Single Family,Detached House,3,1,929,1.025033,South,$608.18,"$14,125.00","$188,333.33"
2011-05-04,2011,West Hartford,"$234,800.00","$316,000.00",Single Family,Detached House,3,2,1063,1.025033,West,$297.27,"$7,900.00","$105,333.33"
2011-05-04,2011,West Hartford,"$127,400.00","$220,000.00",Single Family,Detached House,3,3,964,1.025033,West,$228.22,"$5,500.00","$73,333.33"
2011-05-04,2011,Fairfield,"$237,930.00","$282,000.00",Single Family,Detached House,3,1,1093,1.025033,North,$258.01,"$7,050.00","$94,000.00"
2011-05-04,2011,Greenwich,"$1,023,470.00","$1,475,000.00",Single Family,Detached House,3,1,1097,1.025033,North,"$1,344.58","$36,875.00","$491,666.67"
2011-05-04,2011,Fairfield,"$271,110.00","$370,000.00",Single Family,Detached House,3,3,1000,1.025033,South,$370.00,"$9,250.00","$123,333.33"
2011-05-05,2011,Waterbury,"$68,710.00","$34,900.00",Two Family,Duplex,4,2,1240,1.025033,East,$28.15,$872.50,"$8,725.00"
2011-05-05,2011,Fairfield,"$319,620.00","$486,000.00",Single Family,Detached House,3,2,1044,1.025033,South,$465.52,"$12,150.00","$162,000.00"
2011-05-07,2011,Waterbury,"$184,850.00","$195,000.00",Single Family,Detached House,3,3,1000,1.025033,East,$195.00,"$4,875.00","$65,000.00"
2011-05-07,2011,Waterbury,"$106,060.00","$125,000.00",Single Family,Detached House,3,3,1088,1.025033,North,$114.89,"$3,125.00","$41,666.67"
2011-05-08,2011,Fairfield,"$290,570.00","$310,000.00",Single Family,Detached House,3,1,960,1.025033,West,$322.92,"$7,750.00","$103,333.33"
2011-05-08,2011,Waterbury,"$133,350.00","$14,000.00",Two Family,Duplex,4,4,1485,1.025033,South,$9.43,$350.00,"$3,500.00"
2011-05-11,2011,West Hartford,"$251,100.00","$450,000.00",Single Family,Detached House,3,1,1066,1.025033,North,$422.14,"$11,250.00","$150,000.00"
2011-05-11,2011,West Hartford,"$226,000.00","$408,000.00",Single Family,Detached House,3,1,1088,1.025033,North,$375.00,"$10,200.00","$136,000.00"
2011-05-12,2011,Waterbury,"$158,850.00","$129,000.00",Single Family,Detached House,3,3,982,1.025033,North,$131.36,"$3,225.00","$43,000.00"
2011-05-12,2011,Greenwich,"$2,631,930.00","$2,025,000.00",Single Family,Detached House,3,1,906,1.025033,South,"$2,235.10","$50,625.00","$675,000.00"
2011-05-15,2011,Waterbury,"$96,530.00","$75,400.00",Single Family,Detached House,3,2,1019,1.025033,East,$73.99,"$1,885.00","$25,133.33"
2011-05-18,2011,West Hartford,"$231,100.00","$322,500.00",Single Family,Detached House,3,3,1082,1.025033,South,$298.06,"$8,062.50","$107,500.00"
2011-05-18,2011,Greenwich,"$727,370.00","$278,334.00",Single Family,Detached House,3,2,924,1.025033,West,$301.23,"$6,958.35","$92,778.00"
2011-05-20,2011,Fairfield,"$242,830.00","$249,000.00",Single Family,Detached House,3,2,1000,1.025033,West,$249.00,"$6,225.00","$83,000.00"
2011-05-20,2011,West Hartford,"$139,400.00","$143,500.00",Single Family,Detached House,3,2,901,1.025033,East,$159.27,"$3,587.50","$47,833.33"
2011-05-21,2011,Waterbury,"$167,930.00","$160,000.00",Single Family,Detached House,3,2,939,1.025033,East,$170.39,"$4,000.00","$53,333.33"
2011-05-22,2011,Waterbury,"$95,000.00","$95,000.00",Single Family,Detached House,3,2,1071,1.025033,East,$88.70,"$2,375.00","$31,666.67"
2011-05-22,2011,Waterbury,"$113,370.00","$61,000.00",Single Family,Detached House,3,1,956,1.025033,East,$63.81,"$1,525.00","$20,333.33"
2011-05-27,2011,Greenwich,"$1,413,370.00","$2,509,500.00",Single Family,Detached House,3,1,1094,1.025033,North,"$2,293.88","$62,737.50","$836,500.00"
2011-05-27,2011,Waterbury,"$126,880.00","$178,000.00",Single Family,Detached House,3,2,1043,1.025033,East,$170.66,"$4,450.00","$59,333.33"
2011-05-27,2011,Stamford,"$582,300.00","$587,000.00",Single Family,Detached House,3,3,1000,1.025033,South,$587.00,"$14,675.00","$195,666.67"
2011-05-28,2011,Stamford,"$363,550.00","$495,000.00",Single Family,Detached House,3,2,1010,1.025033,West,$490.10,"$12,375.00","$165,000.00"
2011-05-28,2011,Stamford,"$556,740.00","$639,000.00",Single Family,Detached House,3,2,1047,1.025033,West,$610.32,"$15,975.00","$213,000.00"
2011-05-28,2011,Stamford,"$367,420.00","$555,000.00",Single Family,Detached House,3,2,964,1.025033,West,$575.73,"$13,875.00","$185,000.00"
2011-05-28,2011,Stamford,"$502,880.00","$514,000.00",Single Family,Detached House,3,1,1000,1.025033,South,$514.00,"$12,850.00","$171,333.33"
2011-05-28,2011,Stamford,"$641,000.00","$797,500.00",Single Family,Detached House,3,3,906,1.025033,North,$880.24,"$19,937.50","$265,833.33"
2011-05-28,2011,Stamford,"$324,190.00","$333,000.00",Single Family,Detached House,3,1,1048,1.025033,South,$317.75,"$8,325.00","$111,000.00"
2011-05-29,2011,Fairfield,"$339,010.00","$546,000.00",Single Family,Detached House,3,3,1007,1.025033,West,$542.20,"$13,650.00","$182,000.00"
2011-06-01,2011,Waterbury,"$100,170.00","$140,000.00",Single Family,Detached House,3,1,968,1.025033,East,$144.63,"$3,500.00","$46,666.67"
2011-06-01,2011,West Hartford,"$450,900.00","$760,000.00",Single Family,Detached House,3,1,1000,1.025033,North,$760.00,"$19,000.00","$253,333.33"
2011-06-01,2011,West Hartford,"$285,000.00","$285,000.00",Single Family,Detached House,3,1,940,1.025033,West,$303.19,"$7,125.00","$95,000.00"
2011-06-02,2011,Greenwich,"$429,310.00","$400,000.00",Single Family,Detached House,3,1,1015,1.025033,East,$394.09,"$10,000.00","$133,333.33"
2011-06-02,2011,Fairfield,"$335,000.00","$335,000.00",Single Family,Detached House,3,3,1086,1.025033,East,$308.47,"$8,375.00","$111,666.67"
2011-06-02,2011,Stamford,"$381,560.00","$400,000.00",Single Family,Detached House,3,3,1030,1.025033,West,$388.35,"$10,000.00","$133,333.33"
2011-06-03,2011,Stamford,"$1,061,150.00","$1,075,000.00",Single Family,Detached House,3,2,911,1.025033,North,"$1,180.02","$26,875.00","$358,333.33"
2011-06-05,2011,Fairfield,"$335,300.00","$345,000.00",Single Family,Detached House,3,3,992,1.025033,North,$347.78,"$8,625.00","$115,000.00"
2011-06-05,2011,Stamford,"$470,000.00","$470,000.00",Single Family,Detached House,3,2,963,1.025033,West,$488.06,"$11,750.00","$156,666.67"
2011-06-05,2011,Waterbury,"$110,420.00","$70,000.00",Single Family,Detached House,3,2,1087,1.025033,East,$64.40,"$1,750.00","$23,333.33"
2011-06-05,2011,Greenwich,"$602,490.00","$935,000.00",Single Family,Detached House,3,2,1051,1.025033,West,$889.63,"$23,375.00","$311,666.67"
2011-06-08,2011,Stamford,"$312,170.00","$320,000.00",Two Family,Duplex,4,2,1339,1.025033,West,$238.98,"$8,000.00","$80,000.00"
2011-06-09,2011,Waterbury,"$112,030.00","$145,950.00",Single Family,Detached House,3,3,984,1.025033,South,$148.32,"$3,648.75","$48,650.00"
2011-06-09,2011,Stamford,"$396,710.00","$465,000.00",Single Family,Detached House,3,2,1052,1.025033,North,$442.02,"$11,625.00","$155,000.00"
2011-06-09,2011,Waterbury,"$69,680.00","$26,500.00",Single Family,Detached House,3,1,914,1.025033,North,$28.99,$662.50,"$8,833.33"
2011-06-09,2011,Stamford,"$438,750.00","$400,000.00",Single Family,Detached House,3,2,990,1.025033,East,$404.04,"$10,000.00","$133,333.33"
2011-06-10,2011,Waterbury,"$58,270.00","$53,000.00",Single Family,Detached House,3,2,1000,1.025033,North,$53.00,"$1,325.00","$17,666.67"
2011-06-11,2011,Stamford,"$589,320.00","$775,000.00",Single Family,Detached House,3,2,1000,1.025033,West,$775.00,"$19,375.00","$258,333.33"
2011-06-11,2011,Fairfield,"$755,230.00","$960,000.00",Single Family,Detached House,3,3,1044,1.025033,West,$919.54,"$24,000.00","$320,000.00"
2011-06-11,2011,Stamford,"$306,920.00","$165,000.00",Single Family,Detached House,3,2,927,1.025033,East,$177.99,"$4,125.00","$55,000.00"
2011-06-12,2011,Waterbury,"$96,520.00","$24,350.00",Single Family,Detached House,3,2,953,1.025033,East,$25.55,$608.75,"$8,116.67"
2011-06-12,2011,Waterbury,"$105,750.00","$66,000.00",Single Family,Detached House,3,3,1043,1.025033,East,$63.28,"$1,650.00","$22,000.00"
2011-06-15,2011,West Hartford,"$181,500.00","$241,000.00",Single Family,Detached House,3,1,987,1.025033,East,$244.17,"$6,025.00","$80,333.33"
2011-06-15,2011,Fairfield,"$725,000.00","$725,000.00",Single Family,Detached House,3,2,1073,1.025033,South,$675.68,"$18,125.00","$241,666.67"
2011-06-15,2011,West Hartford,"$245,400.00","$387,000.00",Single Family,Detached House,3,3,907,1.025033,North,$426.68,"$9,675.00","$129,000.00"
2011-06-15,2011,West Hartford,"$120,200.00","$195,000.00",Single Family,Detached House,3,3,957,1.025033,North,$203.76,"$4,875.00","$65,000.00"
2011-06-15,2011,Waterbury,"$92,120.00","$125,000.00",Single Family,Detached House,3,3,1026,1.025033,West,$121.83,"$3,125.00","$41,666.67"
2011-06-16,2011,West Hartford,"$254,400.00","$254,400.00",Single Family,Detached House,3,2,1000,1.025033,East,$254.40,"$6,360.00","$84,800.00"
2011-06-16,2011,Waterbury,"$103,190.00","$156,000.00",Single Family,Detached House,3,2,939,1.025033,South,$166.13,"$3,900.00","$52,000.00"
2011-06-18,2011,Waterbury,"$87,950.00","$15,000.00",Two Family,Duplex,4,2,1353,1.025033,South,$11.09,$375.00,"$3,750.00"
2011-06-19,2011,Greenwich,"$1,253,980.00","$1,485,000.00",Single Family,Detached House,3,1,1060,1.025033,West,"$1,400.94","$37,125.00","$495,000.00"
2011-06-19,2011,Fairfield,"$373,520.00","$190,000.00",Single Family,Detached House,3,3,977,1.025033,West,$194.47,"$4,750.00","$63,333.33"
2011-06-22,2011,Fairfield,"$587,790.00","$507,000.00",Single Family,Detached House,3,1,1027,1.025033,East,$493.67,"$12,675.00","$169,000.00"
2011-06-22,2011,West Hartford,"$179,300.00","$242,500.00",Single Family,Detached House,3,3,990,1.025033,South,$244.95,"$6,062.50","$80,833.33"
2011-06-22,2011,West Hartford,"$436,300.00","$679,000.00",Single Family,Detached House,3,3,971,1.025033,West,$699.28,"$16,975.00","$226,333.33"
2011-06-22,2011,West Hartford,"$298,000.00","$541,000.00",Single Family,Detached House,3,3,1078,1.025033,North,$501.86,"$13,525.00","$180,333.33"
2011-06-22,2011,Waterbury,"$198,030.00","$274,500.00",Single Family,Detached House,3,2,1033,1.025033,East,$265.73,"$6,862.50","$91,500.00"
2011-06-23,2011,Waterbury,"$119,190.00","$150,000.00",Single Family,Detached House,3,1,1039,1.025033,North,$144.37,"$3,750.00","$50,000.00"
2011-06-23,2011,Waterbury,"$179,530.00","$18,000.00",Three Family,Triplex,6,4,1904,1.025033,West,$9.45,$450.00,"$3,000.00"
2011-06-23,2011,West Hartford,"$299,400.00","$495,000.00",Single Family,Detached House,3,3,954,1.025033,North,$518.87,"$12,375.00","$165,000.00"
2011-06-23,2011,West Hartford,"$174,900.00","$288,000.00",Single Family,Detached House,3,2,1043,1.025033,West,$276.13,"$7,200.00","$96,000.00"
2011-06-26,2011,Fairfield,"$407,190.00","$538,500.00",Single Family,Detached House,3,3,947,1.025033,East,$568.64,"$13,462.50","$179,500.00"
2011-06-26,2011,Stamford,"$294,640.00","$660,000.00",Single Family,Detached House,3,3,927,1.025033,South,$711.97,"$16,500.00","$220,000.00"
2011-06-26,2011,Greenwich,"$380,870.00","$430,000.00",Single Family,Detached House,3,2,1057,1.025033,North,$406.81,"$10,750.00","$143,333.33"
